DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2013-05-19T16:56:18.654+00:00,38.737,-119.649,6.8,1.2,ml,7,85,0.2,0.07,nn,nn00412280,1368987866838
2013-05-19T16:35:12.000+00:00,61.541,-149.851,32.2,2.8,Ml,,,,1.27,ak,ak10719948,1368990347983
2013-05-19T16:34:01.400+00:00,33.240,-115.544,4.9,1.3,Ml,12,299,0.0,0.10,ci,ci15346065,1369060770073
2013-05-19T16:23:30.300+00:00,33.214,-115.552,0.1,1.1,Ml,27,94,0.0,0.17,ci,ci15346049,1369083815040
2013-05-19T16:12:12.500+00:00,39.235,-110.419,15.0,1.6,Ml,,115,0.2,0.12,uu,uu60024227,1369057792571
2013-05-19T16:11:45.000+00:00,60.292,-151.914,64.2,2.4,Ml,,,,0.62,ak,ak10719935,1368980941507
2013-05-19T16:00:05.000+00:00,61.764,-150.763,53.4,2.2,Ml,,,,0.83,ak,ak10719927,1368979955442
2013-05-19T15:58:44.627+00:00,52.366,160.114,61.2,4.6,mb,47,116,1.1,0.76,us,us2013qja5,1368983595925
2013-05-19T15:45:54.200+00:00,43.365,-124.709,39.5,1.8,Md,,248,0.6,0.27,uw,uw60531647,1369073528084
2013-05-19T15:45:23.890+00:00,52.360,160.173,44.6,4.7,mb,70,137,1.1,0.83,us,us2013qja4,1368982819132
2013-05-19T15:44:43.100+00:00,33.215,-115.555,2.1,2.8,Ml,49,94,0.0,0.11,ci,ci15346033,1369061787306
2013-05-19T15:41:06.100+00:00,19.081,-66.915,20.0,3.0,Md,5,288,0.6,0.14,pr,pr13139009,1368980721724
2013-05-19T15:26:30.000+00:00,63.515,-150.067,123.8,1.8,Ml,19,79,0.5,1.03,ak,ak10719916,1368977562916
2013-05-19T15:20:49.000+00:00,61.216,-146.685,14.9,1.9,Ml,,,,0.67,ak,ak10719915,1368977200522
2013-05-19T15:07:42.900+00:00,19.107,-66.752,38.0,3.6,Md,19,209,0.7,0.46,pr,pr13139006,1368977620698
2013-05-19T15:02:58.317+00:00,37.836,-118.219,8.0,1.2,ml,16,138,0.1,0.10,nn,nn00412275,1369002007895
2013-05-19T14:45:32.641+00:00,52.395,160.037,68.4,4.5,mb,35,163,1.1,0.72,us,us2013qja2,1368978917122
2013-05-19T14:42:41.000+00:00,35.879,-89.971,8.1,1.5,Md,14,86,0.1,0.04,nm,nm051913c,1368981196394
2013-05-19T14:10:02.000+00:00,19.117,-66.831,31.0,2.7,Md,10,266,0.7,0.20,pr,pr13139017,1368994736739
2013-05-19T14:04:37.700+00:00,19.105,-66.808,31.0,2.5,Md,9,266,0.7,0.20,pr,pr13139016,1368993574621
2013-05-19T14:03:34.000+00:00,61.472,-140.651,0.1,1.4,Ml,,,,0.27,ak,ak10719904,1368972680379
2013-05-19T14:02:53.400+00:00,32.203,-115.270,0.8,2.6,Ml,11,230,0.2,0.54,ci,ci15346017,1369082531436
2013-05-19T13:55:43.900+00:00,19.149,-67.084,25.0,2.3,Md,5,299,0.7,0.07,pr,pr13139015,1368992139744
2013-05-19T13:47:47.500+00:00,33.995,-116.994,12.1,1.5,Ml,61,36,0.0,0.14,ci,ci15346009,1369080992297
2013-05-19T13:30:24.400+00:00,19.073,-66.744,30.0,2.2,Md,4,310,0.6,0.03,pr,pr13139013,1368989353952
2013-05-19T13:26:48.300+00:00,37.825,-113.000,1.2,1.9,Ml,,61,0.2,0.15,uu,uu60024142,1369054677244
2013-05-19T13:17:59.500+00:00,19.189,-66.781,39.0,3.7,Md,25,252,0.7,0.40,pr,pr13139005,1368974883133
2013-05-19T13:17:02.100+00:00,19.137,-66.859,38.0,2.6,Md,12,256,0.7,0.34,pr,pr13139007,1368978678102
2013-05-19T13:12:48.200+00:00,19.015,-66.726,22.0,2.7,Md,12,274,0.6,0.20,pr,pr13139014,1368990501178
2013-05-19T13:08:11.400+00:00,19.132,-66.792,43.0,2.4,Md,8,284,0.7,0.07,pr,pr13139011,1368985816148
2013-05-19T13:05:09.800+00:00,19.146,-66.817,23.0,2.7,Md,10,284,0.7,0.15,pr,pr13139010,1368981628493
2013-05-19T13:03:02.500+00:00,19.091,-66.834,15.0,3.0,Md,19,248,0.7,0.20,pr,pr13139008,1368978172071
2013-05-19T12:58:56.400+00:00,19.108,-66.728,37.0,4.1,Md,19,194,0.7,0.31,pr,pr13139004,1368971468140
2013-05-19T12:40:16.900+00:00,35.449,-85.282,18.4,1.9,Md,9,108,0.2,0.05,se,se051913a,1368970834593
2013-05-19T12:36:50.300+00:00,38.794,-122.729,1.7,1.2,Md,,90,0.0,0.05,nc,nc71994241,1368970087941
2013-05-19T12:33:01.000+00:00,63.690,-147.969,16.4,1.2,Ml,6,274,0.4,0.54,ak,ak10719881,1368967307372
2013-05-19T12:28:31.100+00:00,32.896,-116.257,10.1,1.2,Ml,29,86,0.1,0.17,ci,ci15345985,1369078996241
2013-05-19T12:24:51.860+00:00,54.113,168.571,32.2,4.4,mb,58,114,6.0,0.63,us,usb000gyws,1368969251879
2013-05-19T12:09:34.000+00:00,62.921,-150.296,19.3,1.2,Ml,,,,0.33,ak,ak10719878,1368965797692
2013-05-19T11:32:35.410+00:00,12.647,-89.103,35.0,4.3,mb,39,192,2.3,1.17,us,usb000gyw0,1368965784635
2013-05-19T11:02:05.980+00:00,-30.568,-177.751,7.5,4.8,mb,47,127,1.3,1.43,us,usb000gyvt,1368964340782
2013-05-19T10:45:18.000+00:00,63.217,-144.717,4.5,1.0,Ml,,,,0.69,ak,ak10719871,1368960685795
2013-05-19T10:26:39.700+00:00,34.623,-116.658,2.5,1.5,Ml,33,40,0.0,0.14,ci,ci15345953,1369077608434
2013-05-19T10:18:27.830+00:00,52.313,159.942,61.6,4.3,mb,27,138,1.1,1.25,us,usb000gyvk,1368961048743
2013-05-19T09:53:37.000+00:00,36.094,-121.548,18.6,1.6,Md,,212,0.2,0.01,nc,nc71994216,1368959948639
2013-05-19T09:37:00.480+00:00,37.484,144.564,35.2,4.5,mb,49,96,4.7,1.02,us,usb000gyvd,1368958882498
2013-05-19T09:26:25.320+00:00,36.927,-104.720,5.0,2.5,ML,20,113,0.3,1.04,us,usb000gyvb,1368958300921
2013-05-19T09:07:27.780+00:00,36.743,5.279,12.7,4.9,mb,78,44,3.4,1.03,us,usb000gyv1,1368956984796
2013-05-19T08:57:07.100+00:00,38.813,-122.825,2.8,1.2,Md,,68,0.0,0.04,nc,nc71994196,1368958210338
2013-05-19T08:53:37.100+00:00,39.441,-111.219,1.6,1.6,Ml,,83,0.1,0.14,uu,uu60024087,1369068689696
2013-05-19T08:36:46.100+00:00,38.810,-122.759,0.5,1.6,Md,,47,0.0,0.04,nc,nc71994161,1368956466969
2013-05-19T08:35:21.840+00:00,-37.628,177.943,185.7,4.5,mb,27,134,0.3,0.97,us,usb000gyur,1368957031529
2013-05-19T08:22:37.410+00:00,-45.276,167.308,10.1,4.2,mb,20,66,0.2,0.70,us,usb000gyun,1368953839125
2013-05-19T08:08:38.800+00:00,33.511,-116.468,9.9,1.0,Ml,35,97,0.0,0.15,ci,ci15345937,1369076863908
2013-05-19T08:07:46.100+00:00,38.836,-122.801,2.3,1.6,Md,,58,0.0,0.05,nc,nc71994146,1368952930257
2013-05-19T07:58:11.000+00:00,62.866,-149.935,92.1,2.6,Ml,,,,0.24,ak,ak10719842,1368991470464
2013-05-19T07:56:16.000+00:00,51.388,-176.512,22.7,3.0,Ml,,,,0.33,ak,ak10719840,1368991556554
2013-05-19T07:50:56.500+00:00,40.773,-123.579,31.3,2.1,Md,,83,0.2,0.07,nc,nc71994141,1369070949627
2013-05-19T07:49:12.060+00:00,5.112,94.290,60.3,4.7,mb,23,141,2.7,0.67,us,usb000gyum,1368952595376
2013-05-19T07:27:29.600+00:00,36.632,-121.253,6.5,1.1,Md,,97,0.0,0.09,nc,nc71994131,1368949268247
2013-05-19T06:58:19.200+00:00,37.665,-118.923,3.8,1.1,Md,,140,0.0,0.02,nc,nc71994121,1368950230134
2013-05-19T06:37:51.700+00:00,18.978,-68.486,103.0,3.6,Md,16,205,0.5,0.33,pr,pr13139003,1368952958068
2013-05-19T06:27:47.360+00:00,62.589,-25.465,10.0,4.4,mb,34,149,8.1,0.35,us,usb000gyu6,1368948512736
2013-05-19T06:24:06.810+00:00,36.376,143.301,11.0,4.9,mb,261,72,4.1,0.54,us,usb000gytr,1368947183267
2013-05-19T06:17:25.800+00:00,38.814,-122.823,4.6,1.0,Md,,79,0.0,0.06,nc,nc71994101,1368944708431
2013-05-19T06:12:30.600+00:00,37.669,-118.921,4.5,1.1,Md,,209,0.0,0.03,nc,nc71994091,1368944231466
2013-05-19T06:04:49.800+00:00,40.312,-124.409,22.1,2.8,Md,,252,0.1,0.17,nc,nc71994086,1369090276509
2013-05-19T05:55:17.500+00:00,37.146,-121.537,8.5,2.0,Md,,61,0.0,0.08,nc,nc71994081,1368946688269
2013-05-19T05:54:05.300+00:00,19.082,-65.241,8.0,2.9,Md,3,320,0.8,0.10,pr,pr13139002,1368952757338
2013-05-19T05:45:06.000+00:00,58.795,-153.142,9.0,2.2,Ml,,,,0.49,ak,ak10719817,1368942480236
2013-05-19T05:42:03.300+00:00,19.597,-66.360,60.0,3.1,Md,7,292,1.3,0.18,pr,pr13139000,1368990220962
2013-05-19T05:37:46.470+00:00,-17.099,-70.706,85.8,4.8,mb,60,126,2.3,0.96,us,usb000gyt5,1368944603390
2013-05-19T05:32:57.100+00:00,32.885,-116.257,7.0,1.5,Ml,36,83,0.1,0.22,ci,ci15345873,1369070443766
2013-05-19T05:26:05.600+00:00,40.526,-124.003,27.3,1.6,Md,,259,0.1,0.04,nc,nc71994061,1368942367886
2013-05-19T05:23:46.000+00:00,61.551,-146.546,20.9,1.6,Ml,9,76,,0.72,ak,ak10719811,1368941188726
2013-05-19T05:14:24.200+00:00,45.208,-75.518,5.0,1.9,Ml,16,58,0.2,0.19,ld,ld60026803,1369070607567
2013-05-19T05:10:22.680+00:00,-21.540,-68.332,141.9,4.0,mb,20,54,1.2,1.00,us,usb000gytd,1368948929774
2013-05-19T04:49:44.400+00:00,33.545,-116.592,16.0,1.1,Ml,33,61,0.0,0.15,ci,ci37140379,1369065474592
2013-05-19T04:49:39.900+00:00,33.549,-116.592,16.6,1.1,Ml,24,65,0.0,0.10,ci,ci15345833,1369064671964
2013-05-19T04:41:24.000+00:00,65.125,-149.452,14.7,2.3,Ml,,,,0.47,ak,ak10719803,1368938763960
2013-05-19T04:31:42.700+00:00,33.413,-116.373,14.4,1.7,Ml,49,65,0.1,0.16,ci,ci15345817,1369063111846
2013-05-19T03:57:31.770+00:00,37.810,142.437,38.6,4.3,mb,12,182,3.6,0.43,us,usb000gysb,1368937885146
2013-05-19T03:48:19.700+00:00,36.244,-120.796,9.1,1.4,Md,,155,0.1,0.04,nc,nc71994036,1368937148134
2013-05-19T03:45:51.000+00:00,62.006,-150.956,67.2,2.6,Ml,12,151,1.1,0.60,ak,ak10719778,1368936198968
2013-05-19T03:41:26.070+00:00,56.219,163.253,11.7,5.0,mb,43,130,4.2,1.10,us,usb000gyrr,1368937428887
2013-05-19T03:35:36.000+00:00,60.500,-151.504,102.1,2.3,Ml,19,83,0.6,1.14,ak,ak10719769,1368934858308
2013-05-19T03:29:26.000+00:00,53.998,-165.419,75.2,2.4,Ml,13,220,,0.17,ak,ak10719789,1368936139845
2013-05-19T03:15:26.000+00:00,18.943,-64.671,8.0,2.7,Md,7,245,0.4,0.20,pr,pr13139001,1368952710182
2013-05-19T02:34:31.400+00:00,36.539,-121.063,11.0,1.3,Md,,119,0.0,0.04,nc,nc71994016,1368932774926
2013-05-19T02:05:36.000+00:00,61.134,-151.124,45.4,1.4,Ml,6,140,,0.11,ak,ak10719754,1368929439725
2013-05-19T01:43:26.000+00:00,53.301,-166.903,78.5,2.7,Ml,,,,0.25,ak,ak10719753,1368935771363
2013-05-19T01:34:16.600+00:00,33.508,-116.466,10.2,1.3,Ml,26,104,0.0,0.14,ci,ci15345769,1369059873254
2013-05-19T01:06:09.700+00:00,19.416,-155.313,4.9,1.7,Ml,,115,0.0,0.06,hv,hv60501026,1368925911756
2013-05-19T01:02:44.000+00:00,63.289,-150.227,106.6,1.8,Ml,16,65,0.7,1.02,ak,ak10719741,1368926013113
2013-05-19T00:19:34.300+00:00,32.616,-115.766,7.7,1.8,Ml,24,140,0.1,0.21,ci,ci15345753,1369084679195
2013-05-18T23:57:48.000+00:00,38.837,-122.802,2.8,1.2,Md,,58,0.0,0.05,nc,nc71993956,1368923948059
2013-05-18T23:50:46.810+00:00,17.423,-62.008,20.3,4.8,mb,92,100,0.3,0.75,us,usb000gynx,1368959214800
2013-05-18T23:29:31.470+00:00,52.883,158.876,85.3,4.7,mb,73,66,0.2,0.87,us,usb000gyp7,1368923547658
2013-05-18T23:29:30.000+00:00,62.711,-151.826,4.5,1.2,Ml,,,,0.49,ak,ak10721018,1369097381659
2013-05-18T23:28:47.000+00:00,63.037,-150.685,95.5,1.3,Ml,,,,0.24,ak,ak10721017,1369097381648
2013-05-18T23:10:41.400+00:00,49.444,-120.511,,2.3,Md,,212,0.6,0.56,uw,uw60531512,1369075432736
2013-05-18T23:08:40.000+00:00,33.638,-116.755,14.3,1.5,Ml,39,65,0.0,0.14,ci,ci15345729,1368919163747
2013-05-18T22:39:46.830+00:00,52.672,158.942,73.8,4.9,mb,134,132,0.4,0.97,us,usb000gym1,1368919943121
2013-05-18T22:12:18.000+00:00,65.122,-149.428,15.2,1.3,Ml,,,,0.56,ak,ak10719729,1369097377298
2013-05-18T22:11:38.000+00:00,51.721,-171.717,41.6,2.7,Ml,,,,0.40,ak,ak10719728,1369097378338
2013-05-18T22:05:10.000+00:00,61.502,-149.987,31.6,1.4,Ml,,,,0.59,ak,ak10719726,1369097381633
2013-05-18T21:52:56.000+00:00,63.050,-150.759,114.2,1.4,Ml,,,,0.46,ak,ak10721012,1369097381609
2013-05-18T21:44:01.000+00:00,51.533,-177.479,32.2,1.7,Ml,,,,0.41,ak,ak10719721,1369097379379
2013-05-18T21:39:16.800+00:00,33.181,-116.043,5.8,1.2,Ml,31,50,0.2,0.34,ci,ci15345713,1368913373086
2013-05-18T21:31:27.300+00:00,35.517,-92.439,0.1,1.7,Md,9,119,0.2,0.37,nm,nm051913b,1368972078207
2013-05-18T21:08:21.000+00:00,55.626,-161.756,123.4,2.7,Ml,,,,0.61,ak,ak10721010,1369097381598
2013-05-18T20:46:24.300+00:00,42.386,-122.073,6.8,1.5,Md,,115,0.1,0.48,uw,uw60531472,1369075212320
2013-05-18T19:52:42.000+00:00,67.651,-140.986,23.0,2.5,Ml,,,,0.75,ak,ak10721009,1369097381586
2013-05-18T19:51:12.800+00:00,34.107,-117.767,3.8,1.1,Ml,13,119,0.0,0.27,ci,ci15345617,1368906850895
2013-05-18T19:49:12.000+00:00,53.481,-165.219,37.6,2.7,Ml,,,,0.39,ak,ak10719710,1369097378326
2013-05-18T19:37:37.500+00:00,37.475,-118.842,8.7,2.1,Md,,76,0.1,0.05,nc,nc71993816,1369102448370
2013-05-18T19:34:01.000+00:00,63.557,-147.582,2.5,2.7,Ml,,,,0.69,ak,ak10719700,1369097377287
2013-05-18T19:27:00.400+00:00,39.301,-111.940,3.1,1.5,Ml,,115,0.2,0.12,uu,uu60024002,1369071920044
2013-05-18T19:16:55.900+00:00,36.012,-120.578,2.8,1.1,Md,,130,0.0,0.15,nc,nc71993806,1368905467961
2013-05-18T19:14:09.700+00:00,19.220,-155.484,36.3,2.2,Ml,,140,0.1,0.10,hv,hv60500856,1368904791514
2013-05-18T18:43:48.900+00:00,19.447,-66.267,59.0,3.3,Md,6,299,1.2,0.11,pr,pr13138009,1368909210966
2013-05-18T18:35:27.800+00:00,32.897,-116.267,8.7,2.0,Ml,55,58,0.1,0.22,ci,ci15345593,1368902375883
2013-05-18T18:33:20.000+00:00,68.036,-140.907,9.5,2.7,Ml,,,,0.88,ak,ak10721006,1369097381574
2013-05-18T18:24:46.400+00:00,34.053,-117.175,6.2,1.2,Ml,28,83,0.1,0.12,ci,ci15345585,1368902135539
2013-05-18T18:24:13.500+00:00,34.051,-117.170,4.1,1.5,Ml,55,40,0.1,0.20,ci,ci15345577,1368901704514
2013-05-18T18:23:54.800+00:00,34.053,-117.173,7.5,1.5,Ml,53,50,0.1,0.23,ci,ci15345569,1368902080278
2013-05-18T18:21:19.800+00:00,37.551,-119.008,1.8,1.7,Md,,162,0.1,0.07,nc,nc71993776,1369092069951
2013-05-18T18:13:00.000+00:00,51.342,-177.049,26.5,1.4,Ml,,,,0.36,ak,ak10719679,1369097381547
2013-05-18T18:07:29.000+00:00,52.234,-174.469,173.7,1.8,Ml,,,,0.52,ak,ak10719678,1369097377309
2013-05-18T17:56:37.000+00:00,62.956,-150.987,108.9,1.4,Ml,,,,0.42,ak,ak10721003,1369097381620
2013-05-18T17:55:19.100+00:00,36.555,-121.092,8.7,1.8,Md,,68,0.0,0.06,nc,nc71993761,1368903373953
2013-05-18T17:43:15.700+00:00,56.084,164.637,30.9,4.7,mb,151,91,4.6,0.92,us,usb000gye7,1368907432763
2013-05-18T17:40:52.000+00:00,60.070,-153.369,145.4,3.1,Ml,,,,0.64,ak,ak10719663,1369097945467
2013-05-18T17:35:35.000+00:00,60.139,-151.487,86.6,2.0,Ml,,,,0.67,ak,ak10719662,1369097380499
2013-05-18T17:31:21.300+00:00,33.500,-116.430,20.1,1.4,Ml,13,137,0.0,0.37,ci,ci15345537,1368898496035
2013-05-18T17:27:46.500+00:00,33.657,-116.766,15.1,1.6,Ml,50,40,0.1,0.22,ci,ci15345529,1368898708625
2013-05-18T17:19:28.120+00:00,-28.374,178.649,609.4,5.0,mb,64,135,8.1,1.48,us,usb000gydj,1368898853148
2013-05-18T17:17:51.900+00:00,37.154,-119.322,32.4,1.9,Md,,90,0.3,0.17,nc,nc71993751,1369096392903
2013-05-18T17:14:06.000+00:00,55.598,-159.340,47.3,2.2,Ml,,,,0.54,ak,ak10721000,1369097380523
2013-05-18T17:10:28.200+00:00,35.667,-121.108,6.2,1.3,Md,,119,0.0,0.06,nc,nc71993731,1368899050724
2013-05-18T17:07:00.500+00:00,39.439,-111.215,2.2,1.3,Md,,119,0.1,0.12,uu,uu60023982,1369090083959
2013-05-18T17:04:45.000+00:00,61.600,-149.967,29.6,1.9,Ml,,,,0.54,ak,ak10719654,1369097376238
2013-05-18T16:56:28.700+00:00,34.031,-116.769,15.5,1.2,Ml,15,122,0.0,0.15,ci,ci15345521,1368896405810
2013-05-18T16:44:47.000+00:00,61.939,-148.880,34.4,1.4,Ml,,,,0.57,ak,ak10719650,1369097376228
2013-05-18T16:25:23.661+00:00,37.005,-116.400,9.3,1.4,ml,23,84,0.0,0.10,nn,nn00412219,1368914271450
2013-05-18T16:00:51.100+00:00,40.576,-124.401,13.0,1.5,Md,,245,0.3,0.48,nc,nc71993706,1368895869586
2013-05-18T15:54:04.900+00:00,40.423,-124.491,25.1,3.8,Mw,,277,0.1,0.16,nc,nc71993701,1369105091687
2013-05-18T15:53:37.000+00:00,52.800,-163.117,31.4,2.6,Ml,,,,0.41,ak,ak10720997,1369097380513
2013-05-18T15:51:01.730+00:00,39.592,142.288,69.3,4.8,mb,16,183,2.5,0.24,us,usb000gycj,1369078493850
2013-05-18T15:48:23.900+00:00,19.317,-155.252,6.2,2.1,Ml,,97,0.0,0.10,hv,hv60500801,1368892446738
2013-05-18T15:35:57.390+00:00,-8.966,124.140,94.5,4.7,mb,35,72,0.8,1.45,us,usb000gybt,1368893310969
2013-05-18T15:34:41.000+00:00,64.144,-159.886,5.0,3.1,Ml,,,,0.64,ak,ak10719636,1369097378362
2013-05-18T15:03:26.000+00:00,51.581,-177.503,24.8,1.4,Ml,,,,0.36,ak,ak10719632,1369097380487
2013-05-18T15:00:38.200+00:00,40.313,-124.068,5.1,1.2,Md,,126,0.1,0.01,nc,nc71993666,1368892027215
2013-05-18T14:40:55.000+00:00,60.841,-151.614,74.6,1.9,Ml,,,,0.59,ak,ak10719622,1369097376218
2013-05-18T14:40:41.000+00:00,52.222,-171.689,5.9,2.9,Ml,,,,0.32,ak,ak10719623,1369097377272
2013-05-18T14:35:54.000+00:00,51.304,-177.711,32.7,2.3,Ml,,,,0.39,ak,ak10719620,1369097379395
2013-05-18T14:21:13.000+00:00,63.103,-151.470,9.1,2.1,Ml,,,,0.71,ak,ak10719616,1369097376181
2013-05-18T14:15:47.000+00:00,67.403,-145.774,20.9,2.2,Ml,,,,0.77,ak,ak10719614,1369097376168
2013-05-18T14:06:21.500+00:00,33.626,-116.760,16.8,1.2,Ml,42,47,0.0,0.14,ci,ci15345497,1368886620041
2013-05-18T14:02:31.200+00:00,40.448,-124.502,26.6,2.6,Md,,266,0.1,0.20,nc,nc71993646,1369093808116
2013-05-18T13:46:08.800+00:00,40.286,-124.460,23.6,4.3,Mw,,245,0.1,0.16,nc,nc71993641,1369106290797
2013-05-18T13:38:19.500+00:00,33.997,-116.981,3.6,1.5,Ml,57,36,0.1,0.17,ci,ci15345489,1368884951006
2013-05-18T13:14:50.800+00:00,33.717,-117.130,4.8,1.1,Ml,28,50,0.1,0.18,ci,ci15345481,1368883106270
2013-05-18T13:13:23.800+00:00,19.522,-66.324,13.0,3.3,Md,13,234,1.2,0.25,pr,pr13138008,1368884176809
2013-05-18T12:56:36.700+00:00,33.232,-116.744,11.6,1.7,Ml,19,101,0.0,0.29,ci,ci15345473,1368882044119
2013-05-18T12:44:47.100+00:00,47.200,-113.211,17.8,1.5,Md,28,148,0.2,0.16,mb,mb13759410,1369082431990
2013-05-18T12:36:45.500+00:00,19.480,-66.309,52.0,3.4,Md,18,230,1.0,0.25,pr,pr13138007,1368882127894
2013-05-18T12:32:37.000+00:00,53.456,-165.733,20.5,1.6,Ml,,,,0.15,ak,ak10720989,1369097380468
2013-05-18T12:14:45.100+00:00,33.212,-115.544,2.0,2.4,Ml,44,94,0.0,0.14,ci,ci15345465,1369059339189
2013-05-18T12:09:42.450+00:00,26.570,57.779,10.0,4.4,mb,38,168,11.3,0.50,us,usb000gy9t,1368880587233
2013-05-18T11:58:25.200+00:00,38.828,-122.855,2.4,1.2,Md,,79,0.0,0.06,nc,nc71993606,1368882133190
2013-05-18T11:43:51.310+00:00,-21.182,168.517,24.4,4.9,mb,41,110,0.5,0.61,us,usb000gy9k,1368880015634
2013-05-18T11:39:16.600+00:00,39.438,-111.226,1.7,1.6,Md,,119,0.1,0.15,uu,uu60023972,1369089866905
2013-05-18T11:31:43.700+00:00,32.981,-116.377,15.3,1.3,Ml,15,130,0.1,0.67,ci,ci15345457,1368876919322
2013-05-18T11:28:06.300+00:00,35.628,-120.724,6.5,2.3,Md,,25,0.1,0.13,nc,nc71993596,1369080312458
2013-05-18T11:21:52.000+00:00,34.037,-116.618,11.9,1.6,Ml,47,47,0.0,0.14,ci,ci15345441,1368876753986
2013-05-18T10:57:50.180+00:00,26.768,57.778,9.7,5.5,mb,142,51,11.1,0.75,us,usb000gy95,1368881346200
2013-05-18T10:54:44.000+00:00,51.431,-178.235,15.8,1.8,Ml,,,,0.48,ak,ak10719581,1369097378350
2013-05-18T10:39:07.000+00:00,60.186,-153.143,140.5,2.2,Ml,,,,0.71,ak,ak10720987,1369097380458
2013-05-18T10:34:37.700+00:00,38.831,-122.809,2.8,1.0,Md,,65,0.0,0.06,nc,nc71993581,1368876968274
2013-05-18T10:30:31.100+00:00,33.633,-116.762,8.7,1.3,Ml,18,79,0.0,0.38,ci,ci15345417,1368873246870
2013-05-18T10:03:18.540+00:00,26.688,57.811,9.9,5.6,mb,180,51,15.1,0.79,us,usb000gy8m,1368878387673
2013-05-18T10:01:28.000+00:00,50.920,-179.301,39.4,1.9,Ml,,,,0.29,ak,ak10720986,1369097379429
2013-05-18T09:42:36.000+00:00,51.729,177.447,25.0,2.5,Ml,,,,0.65,ak,ak10720985,1369097379418
2013-05-18T09:41:02.300+00:00,33.583,-118.379,0.3,3.2,Ml,91,76,0.1,0.30,ci,ci15345393,1369085316106
2013-05-18T09:24:17.800+00:00,19.483,-66.340,13.0,3.1,Md,17,281,1.0,0.33,pr,pr13138006,1368880108949
2013-05-18T09:09:39.260+00:00,37.813,142.383,29.0,4.5,mb,33,140,3.6,0.32,us,usb000gy8a,1368869903591
2013-05-18T08:56:37.000+00:00,59.956,-152.913,104.1,2.0,Ml,,,,0.69,ak,ak10720984,1369097379406
2013-05-18T08:07:18.300+00:00,38.763,-122.734,2.1,1.9,Md,,54,0.0,0.07,nc,nc71993531,1368866712230
2013-05-18T08:04:49.100+00:00,18.151,-66.858,10.0,1.9,Md,7,108,0.2,0.18,pr,pr13138005,1368880058777
2013-05-18T08:00:42.620+00:00,6.546,-82.387,7.9,4.6,mb,51,138,3.6,1.18,us,usb000gy7y,1368866412763
2013-05-18T07:57:36.000+00:00,63.079,-151.713,18.6,1.3,Ml,,,,0.61,ak,ak10720982,1369097223942
2013-05-18T07:26:23.570+00:00,52.198,160.302,40.0,4.4,mb,27,153,1.3,1.30,us,usb000gy7m,1368865684050
2013-05-18T07:20:28.000+00:00,62.904,-151.189,110.5,1.6,Ml,,,,0.60,ak,ak10719558,1369097222806
2013-05-18T07:12:46.000+00:00,59.564,-135.944,12.0,1.3,Ml,,,,0.59,ak,ak10720980,1369097223830
2013-05-18T07:10:31.900+00:00,33.213,-115.557,3.0,1.0,H,20,137,0.0,0.20,ci,ci15345377,1369061923510
2013-05-18T06:41:41.700+00:00,38.835,-122.784,2.3,1.0,Md,,40,0.0,0.06,nc,nc71993521,1368861669110
2013-05-18T06:39:54.100+00:00,32.671,-115.944,7.0,1.7,Ml,26,76,0.0,0.33,ci,ci15345361,1368859835927
2013-05-18T06:33:22.700+00:00,33.443,-116.895,8.2,1.4,Ml,43,50,0.1,0.21,ci,ci15345353,1368859443673
2013-05-18T06:29:48.700+00:00,19.757,-156.095,11.3,3.0,Ml,,227,0.1,0.13,hv,hv60500591,1369082988101
2013-05-18T05:58:48.800+00:00,34.160,-117.734,9.4,1.5,Ml,48,54,0.1,0.16,ci,ci15345345,1368857364498
2013-05-18T05:47:59.120+00:00,37.745,141.494,34.3,6.0,Mwc,137,23,2.9,0.86,us,usb000gy67,1369101425252
2013-05-18T05:44:28.300+00:00,19.288,-66.354,72.0,3.1,Md,5,281,1.0,0.05,pr,pr13138004,1368857316817
2013-05-18T05:40:13.000+00:00,63.525,-147.422,7.9,1.1,Ml,,,,0.83,ak,ak10719534,1369097222795
2013-05-18T05:30:11.000+00:00,62.744,-149.590,13.8,1.3,Ml,,,,0.68,ak,ak10720978,1369097224180
2013-05-18T05:28:05.900+00:00,33.513,-116.451,12.0,2.2,Ml,76,22,0.0,0.20,ci,ci15345321,1369091487566
2013-05-18T05:24:58.200+00:00,33.514,-116.447,10.8,1.0,Ml,13,104,0.1,0.13,ci,ci37114076,1369091835279
2013-05-18T05:24:44.600+00:00,33.515,-116.443,12.0,1.0,Ml,16,104,0.1,0.08,ci,ci15345313,1369089768113
2013-05-18T05:17:13.050+00:00,-17.892,-178.628,630.7,4.6,mb,58,79,8.3,0.75,us,usb000gy5v,1368856523677
2013-05-18T05:17:10.500+00:00,33.208,-115.549,0.9,1.7,Ml,14,191,0.0,0.06,ci,ci15345297,1369058386372
2013-05-18T05:12:09.000+00:00,59.101,-152.828,69.4,3.3,Ml,,,,0.59,ak,ak10719519,1369097314697
2013-05-18T05:07:21.000+00:00,38.819,-122.804,2.4,1.2,Md,,65,0.0,0.04,nc,nc71993491,1368856328871
2013-05-18T04:58:04.000+00:00,32.896,-116.260,10.3,1.1,Ml,28,86,0.1,0.21,ci,ci15345273,1369088021578
